# Review of the mined skill names (issue #40): one verdict per name of taxonomy-mined-2026-09-24.tsv,
# in that file's order. Sonnet subagents first screened all names (a drop noted "screened out"),
# then reviewed the survivors with the rules of taxonomy-review-2026-09-24.tsv. The reviewers were
# cut off by the usage limit before finishing: 334 survivors, noted "not reviewed", have no verdict
# and are left for issue #41. Key conflicts between reviewers were settled by hand, noted "merge:".
# Merged with taxonomy-review-2026-09-24.tsv into src/main/resources/taxonomy/skills.tsv by
# scripts/taxonomy_select.py with a threshold of 3.
name	verdict	canonical	category	aliases	note
TypeScript Integrate	drop				screened out
TypeScript JavaScript HTML5	drop				screened out
Typescript Mobile	drop				screened out
TypeScript UI	drop				screened out
TypeScript Working	drop				screened out
UI Build	drop				screened out
UKG Pro	keep	UKG Pro	tool		
Unity Experience	drop				screened out
Unreal 5	keep	Unreal Engine	framework	Unreal 5	
Unternehmens	drop				screened out
v4 Foundation	drop				screened out
Vite Experience	drop				screened out
VLANs DHCP	drop				screened out
VPN Experience	drop				screened out
VPNs Network	drop				screened out
vSAN	keep	VMware vSAN	devops	vSAN|VSAN	
vtune	keep	Intel VTune Profiler	tool	vtune|VTune	
Vue.js Experience	drop				screened out
Vue.js Strong	drop				screened out
Vulnerability Management Engineer	drop				screened out
WAF GuardDuty	drop				screened out
Web API SQL	drop				screened out
WebLogic	keep	Oracle WebLogic Server	devops	WebLogic|Weblogic	
Weiterbildung	drop				screened out
Will Bring 5+	drop				screened out
Win32 API	keep	Win32 API	framework		
Windows Familiarity	drop				screened out
Windows Server 2012	keep	Windows Server	os	Windows Server 2012	
Workday Extend	keep	Workday Extend	tool		
Workflow Leverage AI	drop				screened out
Workfront	keep	Adobe Workfront	tool	Workfront	
Xbox Series	drop				screened out
Xbox Series X	drop				screened out
Xcode Cloud	keep	Xcode Cloud	devops		
XDR Microsoft	drop				screened out
YAML Experience	drop				screened out
Yocto Familiarity	drop				screened out
You 3	drop				screened out
You Bring 1+	drop				screened out
Zarr	keep	Zarr	data		
Zertifizierungen	drop				screened out
Zipkin	keep	Zipkin	devops		
##	drop				screened out
#Kubernetes	keep	Kubernetes	devops		hashtag form of the existing Kubernetes skill; no separate alias needed, already matched by the base key
+ Webpack	keep	webpack	tool		same as existing webpack; "+" is noise, no separate alias needed
.Net 6	keep	.NET	framework	.NET 6	
.NET Core 6+	keep	.NET	framework	.NET Core|.NET Core 6+	
.NET Full	drop				screened out
.NET Full Stack	drop				screened out
1.000	drop				screened out
104 AZ 305	drop				screened out
11th	drop				screened out
19+	drop				screened out
2 Strong	drop				screened out
200 USD Zone	drop				screened out
2028 Proficiency	drop				screened out
27001 Strong	drop				screened out
3.2	drop				screened out
365 admin	drop				screened out
365 integration	drop				screened out
4 HANA	keep	SAP S/4HANA	tool	4 HANA	
A10	keep	A10 Networks	networking	A10	
ABAP Programming Model	keep	ABAP RESTful Application Programming Model	framework	ABAP Programming Model	
Absprache	drop				screened out
Actions Kubernetes	drop				screened out
Actions Proficiency	drop				screened out
Actions Python	drop				screened out
Actions Self	drop				screened out
Active DoD Security	drop				screened out
Aderant	keep	Aderant	tool		
Administer Windows Server	drop				screened out
Adobe Experience Cloud	keep	Adobe Experience Cloud	tool		
ADP Workforce	keep	ADP Workforce Now	tool	ADP Workforce	
Ads Manager	drop				ambiguous vendor (Facebook/Google Ads Manager), non-engineering marketing tool
Agentic AI engineering	drop				screened out
AI Agent Builder	drop				screened out
AI Agent Studio	drop				screened out
AI Clients	drop				screened out
AI Industrial	drop				screened out
AI Pay	drop				screened out
AI programming	drop				screened out
AI security threat	drop				screened out
AI Solution Architect	drop				screened out
AI Spec	drop				screened out
AI tech stack	drop				screened out
Airflow Knowledge	drop				screened out
Alembic	keep	Alembic	framework		
Alpine.js	keep	Alpine.js	framework		
AMBA	keep	AMBA	tool		
AMC	drop				screened out
AMDP	keep	AMDP	tool		
Amundsen	keep	Amundsen	data		
AND REQUIREMENTS Excellent	drop				screened out
Android Software Engineer	drop				screened out
Angular Knowledge	drop				screened out
Ansible Automation Platform	keep	Ansible Automation Platform	devops		
Ansprechperson	drop				screened out
Anthropic Claude API	keep	Claude API	ml	Anthropic Claude API	
Anypoint	keep	MuleSoft Anypoint Platform	tool	Anypoint	
Anyscale	keep	Anyscale	ml		
API Proficiency	drop				screened out
APIs 3+	drop				screened out
APIs Microservices Distributed	drop				screened out
App Builder Salesforce	drop				screened out
Application Studio	drop				screened out
Apply CI	drop				screened out
Apps Microsoft	drop				screened out
ArcGIS Data	drop				screened out
ArcGIS Portal	drop				fragment of ArcGIS (Portal for ArcGIS component)
ArchiMate	keep	ArchiMate	tool		
Architect Azure Solutions	drop				screened out
Architect Expert AWS	drop				screened out
Architect Job	drop				screened out
arctic	drop				screened out
Argo CD Experience	drop				screened out
ArgoCD OpenTelemetry	drop				screened out
Arquitetura Hexagonal	drop				screened out
ArXiv	drop				a paper repository website, not a technology skill
ASH	keep	ASH	database		
ASP.NET Core Web	drop				fragment of ASP.NET Core (likely truncated "ASP.NET Core Web API")
AssertJ	keep	AssertJ	testing		
Athenahealth	keep	Athenahealth	tool		
Atlassian Rovo	keep	Atlassian Rovo	ml		
Attn	drop				screened out
AuroraDB	keep	Amazon Aurora	database	AuroraDB	
Automate Power BI	drop				screened out
Automation API Testing	drop				screened out
AutoMQ	keep	AutoMQ	data		
autoscalers	drop				screened out
AWS Architect	drop				screened out
AWS Bachelor	drop				screened out
AWS Background	drop				screened out
AWS Backup	keep	AWS Backup	devops		
AWS CloudFormation AWS	drop				screened out
AWS Cost Explorer	keep	AWS Cost Explorer	cloud		
AWS Frontend	drop				screened out
AWS Good	drop				screened out
AWS Inspector	keep	Amazon Inspector	security	AWS Inspector	
AWS observability	drop				screened out
AWS SaaS	drop				screened out
AWS SDK	keep	AWS SDK	framework		
AWS SDKs	keep	AWS SDK	framework	AWS SDKs	
AWS Specialty	drop				screened out
AWS Tech	drop				screened out
AWS Terraform ArgoCD	drop				screened out
Azure An	drop				screened out
Azure APIM	keep	Azure API Management	cloud	Azure APIM	
Azure Application Gateway	keep	Azure Application Gateway	cloud		
Azure Container Registry	keep	Azure Container Registry	devops		
Azure Cosmos	keep	Azure Cosmos DB	database	Azure Cosmos	
Azure Design	drop				screened out
Azure Foundry	keep	Azure AI Foundry	ml	Azure Foundry	
Azure Good	drop				screened out
Azure Identity	drop				ambiguous - could mean Azure Active Directory/Entra ID or the Azure.Identity SDK package
Azure Log	drop				screened out
Azure Log Analytics	keep	Azure Log Analytics	devops		
Azure Policy Azure	drop				screened out
Azure virtual machines	keep	Azure Virtual Machines	cloud		
Azure Well	drop				screened out
BAA	drop				screened out
Bac+5	drop				screened out
BASH Demonstrated	drop				screened out
Bash Docker	drop				screened out
Bash Nice	drop				screened out
Bash SQL	drop				screened out
Bedarf	drop				screened out
Bedeutung	drop				screened out
Bedrock Guardrails	keep	Amazon Bedrock Guardrails	ml	Bedrock Guardrails	
between 3	drop				screened out
BFFs	drop				generic architecture pattern (Backend for Frontend), not a specific technology
BGP Experience	drop				screened out
BI Analyst	drop				screened out
BI Data Analyst	drop				screened out
BI Microsoft	drop				screened out
BigQuery Infrastructure	drop				screened out
Binance	drop				exchange/company name, not a specific technology
BIRT	keep	BIRT	data		
BM25	keep	BM25	data		
Bob	drop				screened out
Boot Develop	drop				screened out
Bootstrap JavaScript	drop				screened out
BQ	keep	Google BigQuery	data	BQ	
Bring Qualifications	drop				screened out
Build UI	drop				screened out
Builder Salesforce	drop				screened out
Building Modular UI	drop				screened out
Burp Suite Pro	keep	Burp Suite	security	Burp Suite Pro	
Business Application Studio	keep	SAP Business Application Studio	tool	Business Application Studio	
BYOK	drop				generic encryption/key-management concept (Bring Your Own Key), not a specific product
C Familiarity	drop				screened out
C Strong	drop				screened out
C# .NET React	drop				screened out
C# backend	drop				screened out
C# Knowledge	drop				screened out
C# React	drop				screened out
C++ At	drop				screened out
C++ Design	drop				screened out
C++ Fluency	drop				screened out
C++ Modern C++	drop				screened out
C++ Practical	drop				screened out
C2 frameworks	drop				screened out
CAD We Take	drop				screened out
Calcite	keep	Apache Calcite	data	Calcite	
Call Manager	keep	Cisco Unified Communications Manager	networking	Call Manager	
Catalog Azure	drop				screened out
Catalog Collibra	keep	Collibra	data	Catalog Collibra|Collibra Catalog	
CD ArgoCD	drop				screened out
CD Comfortable	drop				screened out
Certification AWS Certified	drop				screened out
Certifications PL	drop				screened out
Certified Admin	drop				screened out
Certified AI	drop				screened out
Certified Database Specialty	drop				screened out
Certified Developer Associate	drop				screened out
Certified Integration	drop				screened out
Certified Master	drop				screened out
Certified Systems	drop				screened out
CesiumJS	keep	CesiumJS	framework		
CFEngine	keep	CFEngine	devops		
ChatOps	drop				generic practice/concept, not a specific product
Chromebook	drop				screened out
Chronicle Queue	keep	Chronicle Queue	framework		
CIM	drop				ambiguous acronym (Common Information Model has multiple distinct contexts: WMI, Splunk, DMTF)
Cisco Systems	drop				company name, not a specific product
Citrix VDI	keep	Citrix Virtual Apps and Desktops	devops	Citrix VDI	
Citus	keep	Citus	database		
cke	drop				screened out
Claude Certified Architect	drop				screened out
Claude Code Strong	drop				screened out
CLI Strong	drop				screened out
Cline	keep	Cline	tool		
cloud +	drop				screened out
Cloud Administrator	drop				screened out
Cloud Deployment Manager	keep	Google Cloud Deployment Manager	devops	Cloud Deployment Manager	
Cloud Ops Engineer	drop				screened out
Cloud Proficient	drop				screened out
Cloud Software Engineer	drop				screened out
Cloud Spanner	keep	Google Cloud Spanner	database	Cloud Spanner	
CloudFormation Exposure	drop				screened out
Cluster Autoscaler	keep	Cluster Autoscaler	devops		
CMAF	keep	CMAF	tool		
Code Java	drop				screened out
Competencies System	drop				screened out
CompletableFuture	drop				fragment of Java (a java.util.concurrent class), not a separate technology
CompTIA Cloud+	drop				screened out
ConfigMaps	drop				fragment of Kubernetes (a K8s API resource type)
Confluence Preferred Qualifications	drop				screened out
Connect AWS	drop				screened out
Consultant Location	drop				screened out
Copilot Claude ChatGPT	drop				screened out
CORBA	keep	CORBA	framework		
Cordova	keep	Apache Cordova	framework	Cordova	
Core 6+	drop				screened out
Core Requirements 3+	drop				screened out
Core UX	drop				screened out
Cortex AI	keep	Cortex AI	ml		
CSC	drop				screened out
CUB	drop				low signal (near=0.20); ambiguous acronym, unclear if the NVIDIA CUB library is meant
Cucumber Experience	drop				screened out
CuTe	drop				ordinary word "cute"; the NVIDIA CuTe library is too obscure/low-signal to key safely
CWEs	drop				screened out
Database Administrator Associate	drop				screened out
Databricks GCP	drop				screened out
Databricks Location	drop				screened out
Databricks Python	drop				screened out
Databricks Terraform	drop				screened out
Databricks What You	drop				screened out
Datadog Familiarity	drop				screened out
Datadog RUM	keep	Datadog RUM	devops		
DataHub Experience	drop				screened out
Datenqualit	drop				screened out
deck.gl	keep	deck.gl	framework		
Defender XDR Microsoft	keep	Microsoft Defender XDR	security	Defender XDR Microsoft|Defender XDR	
Desarrollador	drop				screened out
Detox	keep	Detox	testing		
Developer Certified	drop				screened out
DevNet	keep	Cisco DevNet	networking	DevNet	
DevOps Fluency	drop				screened out
DevOps Manage	drop				screened out
DevSecOps Professional	drop				screened out
DevSecOps Software	drop				screened out
Dify	keep	Dify	ml		
Disks	drop				screened out
DNS NAT	drop				screened out
Docker +	drop				screened out
Docker AI	drop				screened out
Docker Cloud Infrastructure	drop				screened out
Docker Hub	keep	Docker Hub	devops		
Docker Proven	drop				screened out
dockerized	drop				screened out
DoD Cloud Computing	drop				screened out
DT	drop				screened out
DVP	drop				screened out
Ecosystem Mastery	drop				screened out
Einstein Bots	keep	Salesforce Einstein Bots	tool	Einstein Bots	
Elastic Cache	keep	Amazon ElastiCache	database	Elastic Cache	
Elasticsearch Kubernetes	drop				screened out
ElasticSearch Terraform	drop				screened out
EMR Experience	drop				screened out
Endpoint Administrator	drop				screened out
Enge Zusammenarbeit	drop				screened out
Engineer Associate Microsoft	drop				screened out
Engineer Manager	drop				screened out
Engineer Professional Experience	drop				screened out
engineering Proficient	drop				screened out
English APPLY	drop				screened out
Ensure API	drop				screened out
Enzyme	keep	Enzyme	testing		
ERD	drop				generic concept (entity-relationship diagram), not a specific tool
Erwin	keep	erwin Data Modeler	data	Erwin	
Estendidas	drop				screened out
ESX	keep	VMware ESXi	devops	ESX	
Ethernet Switch	drop				screened out
Events Familiarity	drop				screened out
Extensive Linux	drop				screened out
Fabric OneLake	keep	Microsoft Fabric OneLake	data	Fabric OneLake|OneLake	
FastAPI Expertise	drop				screened out
FastAPI Strong	drop				screened out
Fastlane Experience	drop				screened out
FastMCP	keep	FastMCP	framework		
FlashAttention	keep	FlashAttention	ml		
Flowspec	keep	BGP FlowSpec	networking	Flowspec|FlowSpec	
Fluency AI	drop				screened out
FLUENT JAPANESE	drop				screened out
FluentBit	keep	Fluent Bit	devops	FluentBit|Fluentbit	
Flux CD	keep	Flux CD	devops		
Foreman	keep	Foreman	devops		
Foundry Strong	drop				screened out
FSLogix	keep	FSLogix	devops		
fulfilment operations	drop				screened out
fundiertes Verst	drop				screened out
Gage	drop				screened out
GBQ	keep	Google BigQuery	data	GBQ	
GCIA GCED	drop				screened out
GCP Additional	drop				screened out
GCP Cloud Functions	keep	Google Cloud Functions	cloud	GCP Cloud Functions	
GCP Cloud Monitoring	keep	Google Cloud Monitoring	devops	GCP Cloud Monitoring	
GCP Cloud Run	keep	Google Cloud Run	cloud	GCP Cloud Run	
GCP Collaborate	drop				screened out
